ENSG	Symbol	Mapping	DrugBank
ENSG00000214787	MS4A4E	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Spleen	NA
ENSG00000110077	MS4A6A	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000166926	MS4A6E	Positional;eQTLcatalogue/CEDAR_monocyte_CD14:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000166927	MS4A7	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:CMC_SVA_cis	NA
ENSG00000204410	MSH5	eQTLGen_cis_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9	NA
ENSG00000224287	MSL3P1	CMC_SVA_cis	NA
ENSG00000229590	MSX2P1	eQTLGen_cis_eQTLs	NA
ENSG00000198417	MT1F	eQTLGen_trans_eQTLs	DB12965
ENSG00000125148	MT2A	eQTLGen_trans_eQTLs	DB01593:DB14487:DB14533
ENSG00000109919	MTCH2	Positional;eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:xQTLServer_eQTLs:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000235040	MTCO3P1	Positional	NA
ENSG00000108389	MTMR4	eQTLGen_cis_eQTLs	NA
ENSG00000205277	MUC12	CMC_SVA_cis	NA
ENSG00000196814	MVB12B	eQTLGen_trans_eQTLs	NA
ENSG00000132382	MYBBP1A	eQTLGen_trans_eQTLs	NA
ENSG00000134571	MYBPC3	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000170011	MYRIP	eQTLGen_trans_eQTLs	NA
ENSG00000147813	NAPRT1	eQTLGen_cis_eQTLs	NA
ENSG00000109065	NAT9	eQTLGen_trans_eQTLs	NA
ENSG00000104490	NCALD	eQTLGen_trans_eQTLs	NA
ENSG00000204475	NCR3	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	NA
ENSG00000267590	NDUFA3P1	Positional;PsychENCODE_eQTLs	NA
ENSG00000213619	NDUFS3	Positional;BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	DB00157
ENSG00000204356	NELFE	eQTLGen_cis_eQTLs:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24	NA
ENSG00000184613	NELL2	eQTLGen_trans_eQTLs	NA
ENSG00000117691	NENF	eQTLGen_trans_eQTLs	NA
ENSG00000204386	NEU1	eQTLGen_cis_eQTLs:CMC_SVA_cis:GTEx/v8/Spleen	DB00198
ENSG00000204498	NFKBIL1	eQTLGen_cis_eQTLs	NA
ENSG00000001167	NFYA	Positional;eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BloodeQTL:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cerebellum	NA
ENSG00000066248	NGEF	PsychENCODE_eQTLs:CMC_SVA_cis	NA
ENSG00000179846	NKPD1	Positional;eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:BRAINEAC/HIPP:BRAINEAC/WHMT	NA
ENSG00000091592	NLRP1	PsychENCODE_eQTLs	NA
ENSG00000204301	NOTCH4	Positional;eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000025434	NR1H3	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cerebellar_Hemisphere	DB07080:DB07929:DB08063:DB08175:DB11994:DB13174
ENSG00000091129	NRCAM	eQTLGen_trans_eQTLs	NA
ENSG00000135318	NT5E	eQTLGen_trans_eQTLs	DB00806
ENSG00000142233	NTN5	Positional;eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000030066	NUP160	eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000108559	NUP88	eQTLGen_cis_eQTLs	NA
ENSG00000166924	NYAP1	Positional	NA
ENSG00000124596	OARD1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA
ENSG00000149507	OOSP2	Positional;PsychENCODE_eQTLs	NA
ENSG00000125741	OPA3	Positional;PsychENCODE_eQTLs:CMC_NoSVA_cis:GTEx/v8/Brain_Cortex	NA
ENSG00000178814	OPLAH	Positional	DB00142
ENSG00000170356	OR2A20P	eQTLGen_cis_eQTLs	NA
ENSG00000244623	OR2AE1	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000236853	OR2R1P	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000144645	OSBPL10	eQTLGen_trans_eQTLs	NA
ENSG00000154814	OXNAD1	eQTLGen_trans_eQTLs	NA
ENSG00000170915	PAQR8	eQTLGen_trans_eQTLs	NA
ENSG00000143799	PARP1	eQTLGen_trans_eQTLs	DB00277:DB01593:DB02498:DB02690:DB02701:DB03072:DB03073:DB03509:DB03722:DB04010:DB07096:DB07232:DB07330:DB07787:DB09074:DB11760:DB11793:DB12332:DB13877:DB14487:DB14533
ENSG00000178685	PARP10	Positional;eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000138964	PARVG	eQTLGen_trans_eQTLs	NA
ENSG00000204304	PBX2	eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000106333	PCOLCE	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000224729	PCOLCE-AS1	Positional	NA
ENSG00000188389	PDCD1	eQTLGen_trans_eQTLs	DB05916:DB09035:DB09037:DB14707
ENSG00000167085	PHB	Positional	NA
ENSG00000092621	PHGDH	eQTLGen_trans_eQTLs	DB00157
ENSG00000173868	PHOSPHO1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB00122:DB14006
ENSG00000006576	PHTF2	CMC_SVA_trans	NA
ENSG00000073921	PICALM	Positional;eQTLcatalogue/Quach_2016_ge_monocyte_naive:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000100100	PIK3IP1	eQTLGen_trans_eQTLs	NA
ENSG00000085514	PILRA	Positional;eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/FCTX:BRAINEAC/PUTM:BRAINEAC/aveALL:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000121716	PILRB	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/CRBL:BRAINEAC/HIPP:BRAINEAC/SNIG:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000105499	PLA2G4C	eQTLGen_cis_eQTLs	NA
ENSG00000146070	PLA2G7	GTEx/v8/Brain_Cortex	DB05119:DB07821
ENSG00000011422	PLAUR	Positional	DB00009:DB00013:DB00015:DB00029:DB00031:DB05476:DB06245
ENSG00000129219	PLD2	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB00122:DB14006
ENSG00000178209	PLEC	Positional;eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000021300	PLEKHB1	eQTLGen_trans_eQTLs	NA
ENSG00000102934	PLLP	eQTLGen_trans_eQTLs	NA
ENSG00000161381	PLXDC1	eQTLGen_trans_eQTLs	NA
ENSG00000078319	PMS2P1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000168081	PNOC	eQTLGen_trans_eQTLs	NA
ENSG00000070501	POLB	eQTLGen_trans_eQTLs	DB00987:DB01592:DB03222:DB07479:DB14488:DB14489:DB14490:DB14491:DB14501
ENSG00000144231	POLR2D	eQTLGen_cis_eQTLs	NA
ENSG00000099817	POLR2E	Positional;eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:BRAINEAC/TCTX:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000255529	POLR2M	PsychENCODE_eQTLs	NA
ENSG00000146707	POMZP3	eQTLGen_trans_eQTLs	NA
ENSG00000175175	PPM1E	GTEx/v8/Spleen	NA
ENSG00000213889	PPM1N	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_naive:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs	NA
ENSG00000104881	PPP1R13L	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000160972	PPP1R16A	eQTLGen_cis_eQTLs	NA
ENSG00000234515	PPP1R2P1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cortex	NA
ENSG00000160813	PPP1R35	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000104866	PPP1R37	Positional;eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000221988	PPT2	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes	NA
ENSG00000258388	PPT2-EGFL8	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000137509	PRCP	eQTLGen_trans_eQTLs	NA
ENSG00000139174	PRICKLE1	eQTLGen_trans_eQTLs	NA
ENSG00000188191	PRKAR1B	eQTLGen_trans_eQTLs	NA
ENSG00000115718	PROC	eQTLGen_cis_eQTLs	DB00170:DB00464:DB09131:DB09332:DB13149
ENSG00000232630	PRPS1P2	CMC_NoSVA_cis:CMC_NoSVA_trans	NA
ENSG00000068489	PRR11	eQTLGen_cis_eQTLs	NA
ENSG00000204469	PRRC2A	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLGen_cis_eQTLs	NA
ENSG00000204314	PRRT1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000243137	PSG4	Positional	NA
ENSG00000204941	PSG5	Positional	DB00523
ENSG00000183668	PSG9	Positional	NA
ENSG00000204264	PSMB8	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis	DB08889
ENSG00000240065	PSMB9	eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood	DB08889
ENSG00000165916	PSMC3	Positional;eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs	DB12695
ENSG00000100519	PSMC6	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000092010	PSME1	eQTLGen_trans_eQTLs	DB09130
ENSG00000106246	PTCD1	eQTLGen_cis_eQTLs	NA
ENSG00000168229	PTGDR	eQTLGen_cis_eQTLs	DB00716
ENSG00000125384	PTGER2	eQTLGen_cis_eQTLs	DB00770:DB00917:DB00929:DB08964:DB09211
ENSG00000120899	PTK2B	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	DB01097:DB01645:DB08341:DB11817:DB12010
ENSG00000110536	PTPMT1	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000111679	PTPN6	eQTLGen_trans_eQTLs	NA
ENSG00000149177	PTPRJ	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	NA
ENSG00000073008	PVR	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Spleen	DB03203:DB08231
ENSG00000213413	PVRIG	Positional;eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Quach_2016_ge_monocyte_naive:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA
ENSG00000235333	PVRIG2P	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000130202	PVRL2	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Spleen	NA
ENSG00000165661	QSOX2	eQTLGen_trans_eQTLs	NA
ENSG00000135631	RAB11FIP5	eQTLGen_trans_eQTLs	NA
ENSG00000144566	RAB5A	eQTLGen_trans_eQTLs	DB02467:DB04137:DB04315
ENSG00000166128	RAB8B	Positional	DB02082:DB04315
ENSG00000029725	RABEP1	eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000128340	RAC2	eQTLGen_trans_eQTLs	DB00514
ENSG00000108384	RAD51C	eQTLGen_cis_eQTLs	NA
ENSG00000165917	RAPSN	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000133321	RARRES3	eQTLGen_trans_eQTLs	NA
ENSG00000105538	RASIP1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000132819	RBM38	eQTLcatalogue/CEDAR_T-cell_CD4	NA
ENSG00000134193	REG4	eQTLGen_trans_eQTLs	NA
ENSG00000104856	RELB	Positional;eQTLGen_cis_eQTLs:GTEx/v8/Brain_Hypothalamus	NA
ENSG00000072422	RHOBTB1	CMC_NoSVA_cis	NA
ENSG00000100599	RIN3	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_naive:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA
ENSG00000252711	RN7SKP116	Positional	NA
ENSG00000199730	RN7SKP95	Positional	NA
ENSG00000263941	RN7SL32P	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000264835	RN7SL345P	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000239948	RN7SL368P	Positional	NA
ENSG00000242101	RN7SL416P	Positional	NA
ENSG00000265842	RN7SL53P	Positional;PsychENCODE_eQTLs	NA
ENSG00000264700	RN7SL588P	Positional	NA
ENSG00000265559	RN7SL652P	Positional	NA
ENSG00000241226	RN7SL836P	Positional;PsychENCODE_eQTLs	NA
ENSG00000212176	RNA5SP207	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000157450	RNF111	Positional;eQTLGen_cis_eQTLs:CMC_SVA_cis	NA
ENSG00000108523	RNF167	eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000108375	RNF43	eQTLcatalogue/GENCORD_ge_T-cell:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000204308	RNF5	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Spleen	NA
ENSG00000202077	RNU1-60P	PsychENCODE_eQTLs	NA
ENSG00000251916	RNU1-61P	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000200376	RNU5E-10P	Positional	NA
ENSG00000252327	RNU6-1302P	Positional	NA
ENSG00000207357	RNU6-2	Positional;BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000200877	RNU6-560P	Positional	NA
ENSG00000223335	RNU6-603P	Positional	NA
ENSG00000207003	RNU6-611P	Positional	NA
ENSG00000206802	RNU6-926P	Positional	NA
ENSG00000251964	RNU7-135P	Positional	NA
ENSG00000238788	RNU7-182P	Positional	NA
ENSG00000218809	RP1-229K20.5	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000177369	RP1-62O9.3	Positional	NA
ENSG00000186244	RP11-1079K10.1	Positional	NA
ENSG00000250948	RP11-1079K10.2	Positional	NA
ENSG00000248714	RP11-1079K10.3	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000250186	RP11-1079K10.4	Positional	NA
ENSG00000182625	RP11-123C21.1	Positional	NA
ENSG00000270986	RP11-123C21.2	Positional	NA
ENSG00000271360	RP11-138I18.1	Positional	NA
ENSG00000271046	RP11-138I18.2	Positional;eQTLcatalogue/Lepik_2017_ge_blood:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000267191	RP11-15A1.2	Positional	NA
ENSG00000267058	RP11-15A1.3	Positional	NA
ENSG00000266921	RP11-15A1.7	Positional	NA
ENSG00000260807	RP11-161M6.2	eQTLGen_trans_eQTLs	NA
ENSG00000259627	RP11-244F12.2	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000213754	RP11-284B18.3	eQTLGen_trans_eQTLs	NA
ENSG00000272789	RP11-286H15.1	PsychENCODE_eQTLs	NA
ENSG00000271639	RP11-289A15.1	PsychENCODE_eQTLs	NA
ENSG00000256039	RP11-291B21.2	eQTLGen_trans_eQTLs	NA
ENSG00000204584	RP11-304F15.3	eQTLGen_cis_eQTLs	NA
ENSG00000242747	RP11-30K9.1	Positional	NA
ENSG00000259402	RP11-30K9.4	Positional;eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell	NA
ENSG00000259353	RP11-30K9.5	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
